nombre/0,precio/0,descripcion/0,caracteristicas/0/Marca,caracteristicas/0/Modelo,caracteristicas/0/Año,caracteristicas/0/Color,caracteristicas/0/Tipo de combustible,caracteristicas/0/Kilómetros,caracteristicas/0/Puertas,caracteristicas/0/Transmisión,caracteristicas/0/Motor,caracteristicas/0/Tipo de carrocería
Volkswagen Tiguan 2015 2.0 Track&fun 2 L4 T Nave At,"315,000","BIENVENIDOS CHEVROLET IZTACALCO SEMINUEVOS CERTIFICADOS¡Contamos con nuestras Instalaciones sanitizadas! DISTRIBUIDOR AUTORIZADO DE GM-Garantía de 90 días o hasta un año c/n costo adicional -Factura a su nombre -llévatelo a crédito o de contado con nuestra financiera GM desde 25% de enganche y hasta 48 meses-TOMAMOS TU AUTO A CUENTA Todos los pagos, anticipos y trámites relacionados, son directamente en nuestras instalaciones o cuentas de la empresa, Iztacalco Motors, S.A. de C.V.Instagram: chevroletiztacalcosemi IM-16756",Volkswagen,Tiguan,2015,Negro,Gasolina,77174 km,5,Automática,2.0,SUV
Volkswagen Polo 2021 1.6 Comfortline Plus Mt,"301,000","TE INVITAMOS A QUE ADQUIERAS TU AUTO SEMINUEVO! ""Somos la cuenta oficial de Das WeltAuto Angelópolis""Vehículo no disponible en sala de exhibiciónVisítanos con PREVIA CITAAgenda a través de este medio en nuestro botón de Contacto o de WhatsAppEsquema de Compra:Llévatelo de CONTADOEn plan de FINANCIAMIENTO con un enganche a partir del 20%, en un plazo de 12 hasta 48 meses, o LEASING (arrendamiento) si deseas deducir impuestos. Sin penalizaciones por abonos a capital o liquidación anticipada.Además, bajo nuestro lema Hagamos un negocio seguro! compramos tu auto de contado o lo tomamos a cuenta para que estrenes un Seminuevo Certificado ofreciéndote SEGURIDAD en el proceso, PROTECCIÓN de tus datos personales y el COMPROMISO de ofrecerte la mejor oferta por tu vehículo.Ven a conocerlo y realiza una prueba de manejo, te va a sorprender.Agenda una cita o pide informes a través de esta publicación. IM-4bc19",Volkswagen,Polo,2021,Gris,Gasolina,25664 km,5,Manual,1.6,Hatchback
Hyundai Elantra 2017 2.0 Limited Tech Navi At,"284,900","¡Seminuevos Hyundai Satélite!Somos Multimarca.¡No te arriesgues! En Hyundai Satélite, tu inversión está segura.Todo nuestro inventario esta garantizado por parte de el Distribuidor.Contamos con atractivos planes de financiamiento desde el 20% de enganche y plazos muy cómodos, dependiendo modelo y año de la unidad.Contáctanos para que conozcas nuestra amplia gama de vehículos.Un asesor profesional en breve te contactara para agendar tu cita, cotizar y estrenes de manera inmediata. IM-8dc9f",Hyundai,Elantra,2017,Azul,Gasolina,74300 km,4,Automática,2.0,Sedán
Mercedes Benz Sprinter 2017 2.1 315 Mediana Mt,"500,000","Unidad exclusiva de Chevy San Carlos, consulta con nuestros expertos.Pide tu prueba de manejo y cotización sin compromiso !! IM-ebc11",Mercedes-Benz,Sprinter,2017,Amarillo,Diésel,85365 km,4,Manual,2.1,Van
Honda Odyssey 2016 3.5 Exl Piel Qc At,"489,000","Si desea información para este vehículo, llame, envié un WhatsApp o complete el formulario de consulta con sus datos correctos. Un miembro de nuestro equipo le enviará de inmediato una cotización personalizada por escrito. También podemos proporcionarle información de nuestras distintas formas de pago: financiamiento bancario, pago de contado y toma de autos a cuenta.¿Necesitas financiamiento? Podemos ayudarlo a encontrar las mejores opciones¡Trabajamos con todos los tipos de crédito!¡Todos nuestros autos son garantizados y cuentan con toda la documentación en regla!¡Todas nuestras unidades están sanitizadas y listas para su entrega! IM-d3dd6",Honda,Odyssey,2016,Plateado,Gasolina,49260 km,5,Automática,3.5,Minivan
Chevrolet Cavalier 2018 1.5 Premier Piel At,"293,000","¿Y si te vamos prendiendo el motor?Ahora es tu oportunidad de estrenar auto con #ChevroletSolValleDoradoEl Chevrolet Cavalier 2018 cuenta con:»Sistema de audio con 5 bocinas y 1 woofer.»Pantalla táctil de 7” a color.»Espejos laterales calefactables.»Quemacocos eléctrico.»Asientos de tacto piel con insertos de piel.»Volante de 3 brazos con controles de audio y teléfonoNosotros aseguramos tu inversión, ¡¡llévatelo con GARANTÍA de 90 días!!40 Años de EXPERIENCIA nos respaldan. IM-185da",Chevrolet,Cavalier,2018,Plateado,Gasolina,48230 km,4,Automática,1.5,Sedán
Seat Ibiza 2018 1.6 Style Plus 5p Mt,"289,000","CHEVROLET TORRE CONDESA SEMINUEVOS ¡Contamos con nuestras instalaciones sanitizadas!Te Ofrecemos Planes y Beneficios por Nuestra Financiera GMF.Enganche mínimo y distintos plazos* de acuerdo al año del auto. Facturamos a tu nombre.Garantía de 90 Días o 3 mil KM en motor y transmisión.Ven y realiza prueba de manejo o te lo llevamos a tu domicilio.Compramos o tomamos a cuenta tu auto, pagamos en 36 horas. ¡Avaluó gratis a domicilio! Todos los pagos, anticipos y trámites relacionados son directamente en nuestras instalaciones Torre Condesa (Iztacalco Motors S.A de C.V) IM-019aa",SEAT,Ibiza,2018,Gris,Gasolina,106251 km,5,Manual,1.6,Hatchback
Kia Soul 2019 1.6 Lx Mt,"258,500","CHEVROLET TORRE CONDESA SEMINUEVOS ¡Contamos con nuestras instalaciones sanitizadas!Te Ofrecemos Planes y Beneficios por Nuestra Financiera GMF.Enganche mínimo y distintos plazos* de acuerdo al año del auto. Facturamos a tu nombre.Garantía de 90 Días o 3 mil KM en motor y transmisión.Ven y realiza prueba de manejo o te lo llevamos a tu domicilio.Compramos o tomamos a cuenta tu auto, pagamos en 36 horas. ¡Avaluó gratis a domicilio! Todos los pagos, anticipos y trámites relacionados son directamente en nuestras instalaciones Torre Condesa (Iztacalco Motors S.A de C.V) IM-635cb",Kia,Soul,2019,Azul,Gasolina,58993 km,5,Manual,1.6,SUV
Kia Soul 2020 2.0 Ex Pack At,"394,000","Somos Kia Tláhuac contamos con todas las opciones de créditoContamos con las mejores promociones de crédito o contado, tasa de interés baja y en algunos casos comisión por apertura 0 IM-1ebeb",Kia,Soul,2020,Amarillo,Gasolina,44500 km,5,Automática,2.0,SUV
Seat Ibiza 2019 1.6 Style Plus 5p Mt,"301,500","CHEVROLET TORRE CONDESA SEMINUEVOS ¡Contamos con nuestras instalaciones sanitizadas!Te Ofrecemos Planes y Beneficios por Nuestra Financiera GMF.Enganche mínimo y distintos plazos* de acuerdo al año del auto. Facturamos a tu nombre.Garantía de 90 Días o 3 mil KM en motor y transmisión.Ven y realiza prueba de manejo o te lo llevamos a tu domicilio.Compramos o tomamos a cuenta tu auto, pagamos en 36 horas. ¡Avaluó gratis a domicilio! Todos los pagos, anticipos y trámites relacionados son directamente en nuestras instalaciones Torre Condesa (Iztacalco Motors S.A de C.V) IM-06674",SEAT,Ibiza,2019,Plateado,Gasolina,39806 km,5,Manual,1.6,Hatchback
Nissan March 2020 1.6 Sr Navi Mt,"257,000","Somos Kia Tláhuac contamos con todas las opciones de créditoContamos con las mejores promociones de crédito o contado, tasa de interés baja y en algunos casos comisión por apertura 0 IM-0ddd8",Nissan,March,2020,Blanco,Gasolina,28000 km,5,Manual,1.6,Hatchback
Audi Q5 2018 2.0 L4 Select S-tronic At,"685,000","Este vehículo es certificadoTransmision Automatica Traccion Quattro Camara de reversaInteriores en pielTecho Panoramico Controles al volante Paletas de cambio al volante Luces automaticas Full LED Virtual cockpit GPSSelector de manejo Conexión Bluetooth MMI Touch padControl crucero Control de velocidad en pendiente Llave presencial3 tomas de de carga Aire acondicionado automático de doble zonaLuces de bienvenidaSomos una agencia automotriz con más de 30 años de experiencia establecida en Guadalajara, México. Nos dedicamos a la venta de vehículos seminuevos de distintas marcas, ofreciendo hasta 3 años de garantía, siendo la única agencia con Alianza por medio de Scotiabank. IM-532e0",Audi,Q5,2018,Gris,Gasolina,87527 km,5,Automática,2.0,SUV
Audi Q7 2017 3.0 V6 Elite 7 Pasajeros At,"729,000","Este vehículo es certificadoTransmision Automatica Tracción Quattro Techo Panoramico Interiores en piel Apertura remota GPS Paletas de cambio al volante Sistema de sonido Bose Aire acondicionado automático de 4 zonas Pantalla retráctilCámara de revesa Sensores de revesa Seguros de niños electricos Luces automaticas Full Led  Virtual cockpitGPSSelector de manejoConexión BluetoothMMI Touch padControl cruceroControl de velocidad en pendienteSelector de manejo Somos una agencia automotriz con más de 30 años de experiencia establecida en Guadalajara, México. Nos dedicamos a la venta de vehículos seminuevos de distintas marcas, ofreciendo hasta 3 años de garantía, siendo la única agencia con Alianza por medio de Scotiabank. IM-9e9db",Audi,Q7,2017,Plateado,Gasolina,61127 km,5,Automática,3.0,SUV
Toyota Sienna 2014 3.5 Limited V6 At,"369,000","TOYOTA SANTA FE SEMINUEVOS    GRUPO CONTINENTALLA MEJOR OPORTUNIDAD DE ESTRENAR TU AUTO SEMINUEVOEstá disponible para su entrega Inmediata ven, pruébalo y te sorprenderá, apártalo, agenda una cita hoy mismo, solicita una cotización.*DE CONTADO O EL MEJOR CREDITO:-Contáctanos para ofrecerte el mejor financiamiento.TODOS NUESTROS AUTOS ESTAN INSPECCIONADOS-Historial legal verificado.-Libre de adeudos y multas.Nuestros asesores están disponibles para atender tus dudas en TU COMPRA!*TOMAMOS TU AUTO AL MEJOR PRECIOJuan Salvador Agraz No.20, Lomas de Santa Fe,Contadero, Cuajimalpa de Morelos, CDMX C.P.05438*Aplican Restricciones IM-d6ab9",Toyota,Sienna,2014,Blanco,Gasolina,126097 km,5,Automática,3.5,Van
Nissan Versa 2020 1.6 V-drive Mt,"224,500","BIENVENIDOS CHEVROLET IZTACALCO SEMINUEVOS CERTIFICADOS¡Contamos con nuestras Instalaciones sanitizadas! DISTRIBUIDOR AUTORIZADO DE GM-Garantía de 90 días o hasta un año c/n costo adicional -Factura a su nombre -llévatelo a crédito o de contado con nuestra financiera GM desde 25% de enganche y hasta 48 meses-TOMAMOS TU AUTO A CUENTA Todos los pagos, anticipos y trámites relacionados, son directamente en nuestras instalaciones o cuentas de la empresa, Iztacalco Motors, S.A. de C.V.Instagram: chevroletiztacalcosemi IM-69375",Nissan,Versa,2020,Blanco,Gasolina,30669 km,4,Manual,1.6,Sedán
Chevrolet Cavalier 2022 1.3 Rs Turbo At,"409,900","¡Chevrolet Cavalier RS Automático 2022, con tan solo 3,555 km, precio: $409,900.00 en Autos Trefa!En Autos Trefa puedes tramitar tu crédito automotriz en línea-Sucursal GuadalupeTomamos tu auto a cuenta al mejor precio “Cotiza Aqui”Este vehículo incluye:-Garantía de agencia-Atención posventa 24/7-Calidad en servicio-Entrega en Reynosa y Saltillo sin costo.-Financiamiento: Scotiabank/Banorte/Hey Banco/Banregio/Afirme-Abonar/liquidar antes sin penalizaciones el financiamientoFinanciamiento con buen buró de créditoEnganche (mínimo): $104,725Mensualidades (Nuevo León): $8,466 incluyendo el pago del seguro por los 5 años.Mensualidades (Tamaulipas): $8,770 incluyendo el pago del seguro por los 5 años.Mensualidades (Coahuila): $8,582 incluyendo el pago del seguro por los 5 años.Plazo: 60 mesesTasa de interés: 11.99% anual IM-f1c8c",Chevrolet,Cavalier,2022,Rojo,Gasolina,3555 km,4,Automática,1.3,Sedán
Ford Figo 2018 1.5 Energy Sedan Mt,"194,500","CHEVROLET TORRE CONDESA SEMINUEVOS ¡Contamos con nuestras instalaciones sanitizadas!Te Ofrecemos Planes y Beneficios por Nuestra Financiera GMF.Enganche mínimo y distintos plazos* de acuerdo al año del auto. Facturamos a tu nombre.Garantía de 90 Días o 3 mil KM en motor y transmisión.Ven y realiza prueba de manejo o te lo llevamos a tu domicilio.Compramos o tomamos a cuenta tu auto, pagamos en 36 horas. ¡Avaluó gratis a domicilio! Todos los pagos, anticipos y trámites relacionados son directamente en nuestras instalaciones Torre Condesa (Iztacalco Motors S.A de C.V) IM-a811f",Ford,Figo,2018,Azul,Gasolina,109659 km,4,Manual,1.5,Sedán
Seat Ibiza 2018 1.6 Style Plus 5p Mt,"289,500","BIENVENIDOS CHEVROLET IZTACALCO SEMINUEVOS CERTIFICADOS¡Contamos con nuestras Instalaciones sanitizadas! DISTRIBUIDOR AUTORIZADO DE GM-Garantía de 90 días o hasta un año c/n costo adicional -Factura a su nombre -llévatelo a crédito o de contado con nuestra financiera GM desde 25% de enganche y hasta 48 meses-TOMAMOS TU AUTO A CUENTA Todos los pagos, anticipos y trámites relacionados, son directamente en nuestras instalaciones o cuentas de la empresa, Iztacalco Motors, S.A. de C.V.Instagram: chevroletiztacalcosemi IM-7bf03",SEAT,Ibiza,2018,Gris,Gasolina,106131 km,5,Manual,1.6,Hatchback
Chevrolet Spark 2014 1.2 Lt Mt,"129,800",¡AUTO ÚNICO! ¡DESDE 12 HASTA 60 MESES! ¡SIN COMPROBANTE DE INGRESOS! ¡TOMAMOS TU AUTO A CUENTA!! IM-8844c,Chevrolet,Spark,2014,Plateado,Gasolina,158378 km,5,Manual,1.2,Hatchback
Chevrolet Onix 2021 1.0 Ls Mt,"289,500","BIENVENIDOS CHEVROLET IZTACALCO SEMINUEVOS CERTIFICADOS¡Contamos con nuestras Instalaciones sanitizadas! DISTRIBUIDOR AUTORIZADO DE GM-Garantía de 90 días o hasta un año c/n costo adicional -Factura a su nombre -llévatelo a crédito o de contado con nuestra financiera GM desde 25% de enganche y hasta 48 meses-TOMAMOS TU AUTO A CUENTA Todos los pagos, anticipos y trámites relacionados, son directamente en nuestras instalaciones o cuentas de la empresa, Iztacalco Motors, S.A. de C.V.Instagram: chevroletiztacalcosemi IM-525fc",Chevrolet,Onix,2021,Blanco,Gasolina,86061 km,4,Manual,1.0,Sedán
Nissan Versa 2015 1.6 Exclusive At,"195,000","¡¡¡¡¡ALTO AHÍ !!!!!¡¡¡AGILIDAD Y VERSATILIDAD!!!Llévatelo con enganche desde el 25% con financiamiento, el auto cuenta con:*Asientos tapizados en cuero *Aviso de olvido de llave, luces encendidas y nivel bajo, de combustible *Bluetooth *Botón de arranque *Cierre central de puertas con comando a distancia*Radio con pantalla táctil de 5.8"", navegador satelital, reproductor de CD, MP3, USB, AUX, iPod Connection.*Volante forrado en cuero, regulable en altura con comando de audio, bluetooth y cruise controlVen a verlo a CHEVROLET TLALNEPANTLA  ¡TOMAMOS TU AUTO O CAMIONETA A CUENTA! IM-d4d57",Nissan,Versa,2015,Café,Gasolina,38922 km,4,Automática,1.6,Sedán
Kia Sorento 2018 3.3 V6 Ex Piel 7 Pasajeros At,"499,800",¡AUTO ÚNICO! ¡DESDE 12 HASTA 60 MESES! ¡SIN COMPROBANTE DE INGRESOS! ¡TOMAMOS TU AUTO A CUENTA!! IM-5eb68,Kia,Sorento,2018,Blanco,Gasolina,31360 km,5,Automática,3.3,SUV
Volkswagen Vento 2020 1.6 Comfortline Plus Mt,"303,000","TE INVITAMOS A QUE ADQUIERAS TU AUTO SEMINUEVO! ""Somos la cuenta oficial de Das WeltAuto Angelópolis""Vehículo no disponible en sala de exhibiciónVisítanos con PREVIA CITAAgenda a través de este medio en nuestro botón de Contacto o de WhatsAppEsquema de Compra:Llévatelo de CONTADOEn plan de FINANCIAMIENTO con un enganche a partir del 20%, en un plazo de 12 hasta 48 meses, o LEASING (arrendamiento) si deseas deducir impuestos. Sin penalizaciones por abonos a capital o liquidación anticipada.Además, bajo nuestro lema Hagamos un negocio seguro! compramos tu auto de contado o lo tomamos a cuenta para que estrenes un Seminuevo Certificado ofreciéndote SEGURIDAD en el proceso, PROTECCIÓN de tus datos personales y el COMPROMISO de ofrecerte la mejor oferta por tu vehículo.Ven a conocerlo y realiza una prueba de manejo, te va a sorprender.Agenda una cita o pide informes a través de esta publicación. IM-08f62",Volkswagen,Vento,2020,Gris,Gasolina,32785 km,4,Manual,1.6,Sedán
Nissan X-trail 2019 2.5 Exclusive 3 Row Cvt,"429,500","BIENVENIDOS CHEVROLET IZTACALCO SEMINUEVOS CERTIFICADOS¡Contamos con nuestras Instalaciones sanitizadas! DISTRIBUIDOR AUTORIZADO DE GM-Garantía de 90 días o hasta un año c/n costo adicional -Factura a su nombre -llévatelo a crédito o de contado con nuestra financiera GM desde 25% de enganche y hasta 48 meses-TOMAMOS TU AUTO A CUENTA Todos los pagos, anticipos y trámites relacionados, son directamente en nuestras instalaciones o cuentas de la empresa, Iztacalco Motors, S.A. de C.V.Instagram: chevroletiztacalcosemi IM-cf769",Nissan,X-Trail,2019,Rojo,Gasolina,97800 km,5,Automática,2.5,SUV
Chevrolet Cavalier 2019 1.5 Premier Piel At,"294,500","BIENVENIDOS CHEVROLET IZTACALCO SEMINUEVOS CERTIFICADOS¡Contamos con nuestras Instalaciones sanitizadas! DISTRIBUIDOR AUTORIZADO DE GM-Garantía de 90 días o hasta un año c/n costo adicional -Factura a su nombre -llévatelo a crédito o de contado con nuestra financiera GM desde 25% de enganche y hasta 48 meses-TOMAMOS TU AUTO A CUENTA Todos los pagos, anticipos y trámites relacionados, son directamente en nuestras instalaciones o cuentas de la empresa, Iztacalco Motors, S.A. de C.V.Instagram: chevroletiztacalcosemi IM-c3b59",Chevrolet,Cavalier,2019,Blanco,Gasolina,70649 km,4,Automática,1.5,Sedán
Chevrolet Cruze 2017 1.4 Ls Mt,"239,500","BIENVENIDOS CHEVROLET IZTACALCO SEMINUEVOS CERTIFICADOS¡Contamos con nuestras Instalaciones sanitizadas! DISTRIBUIDOR AUTORIZADO DE GM-Garantía de 90 días o hasta un año c/n costo adicional -Factura a su nombre -llévatelo a crédito o de contado con nuestra financiera GM desde 25% de enganche y hasta 48 meses-TOMAMOS TU AUTO A CUENTA Todos los pagos, anticipos y trámites relacionados, son directamente en nuestras instalaciones o cuentas de la empresa, Iztacalco Motors, S.A. de C.V.Instagram: chevroletiztacalcosemi IM-30024",Chevrolet,Cruze,2017,Plateado,Gasolina,108473 km,4,Manual,1.4,Sedán
Kia Soul 2019 1.6 Lx Mt,"284,500","BIENVENIDOS CHEVROLET IZTACALCO SEMINUEVOS CERTIFICADOS¡Contamos con nuestras Instalaciones sanitizadas! DISTRIBUIDOR AUTORIZADO DE GM-Garantía de 90 días o hasta un año c/n costo adicional -Factura a su nombre -llévatelo a crédito o de contado con nuestra financiera GM desde 25% de enganche y hasta 48 meses-TOMAMOS TU AUTO A CUENTA Todos los pagos, anticipos y trámites relacionados, son directamente en nuestras instalaciones o cuentas de la empresa, Iztacalco Motors, S.A. de C.V.Instagram: chevroletiztacalcosemi IM-a476d",Kia,Soul,2019,Azul claro,Gasolina,58993 km,5,Manual,1.6,SUV
Chevrolet Onix 2021 1.0 Lt Mt,"259,000","Distribuidor Chevrolet Aguinaco. Ubicado en Av. Lomas Verdes, Naucalpan. Tenemos un gran inventario a su disposición. Contamos con diferentes tipos de financiamiento desde el 10% y plazos hasta 60 meses*, facturamos a tu nombre , toma a cuenta de unidades, garantía por escrito, confianza y seguridad total. IM-daaee",Chevrolet,Onix,2021,Plateado,Gasolina,94800 km,4,Manual,1.0,Sedán
Hyundai Accent 2018 1.6 Sedan Gls At,"270,000","Somos Grupo Continental, Mitsubishi Motors Toluca, le Ofrecemos Atención, Calidad y Servicio. Pregunta por Nuestros Planes de Financiamiento IM-45a79",Hyundai,Accent,2018,Dorado,Gasolina,53287 km,4,Manual,1.6,Sedán
Volkswagen Jetta 2019 1.4 T Fsi Rline,"465,000","TE INVITAMOS A QUE ADQUIERAS TU AUTO SEMINUEVO! ""Somos la cuenta oficial de Das WeltAuto Angelópolis""Vehículo no disponible en sala de exhibiciónVisítanos con PREVIA CITAAgenda a través de este medio en nuestro botón de Contacto o de WhatsAppEsquema de Compra:Llévatelo de CONTADOEn plan de FINANCIAMIENTO con un enganche a partir del 20%, en un plazo de 12 hasta 48 meses, o LEASING (arrendamiento) si deseas deducir impuestos. Sin penalizaciones por abonos a capital o liquidación anticipada.Además, bajo nuestro lema Hagamos un negocio seguro! compramos tu auto de contado o lo tomamos a cuenta para que estrenes un Seminuevo Certificado ofreciéndote SEGURIDAD en el proceso, PROTECCIÓN de tus datos personales y el COMPROMISO de ofrecerte la mejor oferta por tu vehículo.Ven a conocerlo y realiza una prueba de manejo, te va a sorprender.Agenda una cita o pide informes a través de esta publicación. IM-be38e",Volkswagen,Jetta,2019,Plateado,Gasolina,34591 km,4,Automática,1.4,Sedán
